Name,Ticker,"Sub-Sector","Market Cap","Close Price","Depreciation & Amortization","Dividend Per Share","EBITDA","Employee Cost","Earnings Per Share","Interest & Other Items","Net Income","Operating & Other expenses","PBIT","PBT","Power & Fuel Cost","Payout Ratio","Raw Materials","Selling & Administrative Expenses","Taxes & Other Items","Total Revenue","EBITDA (Q)","EPS (Q)","Net Income (Q)","Operating and Other Expenses (Q)","PBIT (Q)","PBT (Q)","Total revenue (Q)"
Shakti Pumps India Ltd,SHAKTIPUMP,"Industrial Machinery","1200.6836907","679.1","18.4","2","69.82000000000005",,"13.13","19.16","24.140000000000047","901.12","51.42000000000005","32.26000000000005",,"0.15232292460015232",,,"8.120000000000001","970.94","11.469999999999999","1.22","2.249999999999999","171.77","7.009999999999999","2.959999999999999","183.24"
Ritesh Properties and Industries Ltd,RPIL,,"1194.4487412","44.34","0.56","0","3.269999999999996",,"0.09","0.51","-0.5500000000000043","72.73","2.709999999999996","2.1999999999999957",,"0",,,"2.75","76","-8.97","-0.37","-6.120000000000002","23.85","-9.120000000000001","-9.250000000000002","14.88"
Genesys International Corporation Ltd,GENESYS,"IT Services & Consulting","1190.0027966799998","312.55","37.21","0","64.86999999999999",,"5.44","2.67","19.07999999999999","122.76","27.65999999999999","24.989999999999988",,"0",,,"5.909999999999998","187.63","17.73","0.63","2.1600000000000015","30.3","6.870000000000001","5.650000000000001","48.03"
Pennar Industries Ltd,PENIND,"Iron & Steel","1184.82790818","86","64.97","0","254.62000000000035",,"5.49","91.21","75.42000000000036","2673.43","189.65000000000035","98.44000000000035",,"0",,,"23.02","2928.05","70.75999999999999","1.75","23.339999999999986","600.05","53.499999999999986","30.629999999999985","670.81"
Excel Industries Ltd,EXCELINDUS,"Fertilizers & Agro Chemicals","1184.59916062","960.8","31.36","11.25","139.30000000000007",,"63.59","2.17","79.94000000000007","963.38","107.94000000000007","105.77000000000007",,"0.1769146092152854",,,"25.83","1102.68","13.29000000000002","1.72","2.160000000000021","215.39","5.450000000000021","5.060000000000021","228.68"
Asian Star Co Ltd,ASTAR,"Precious Metals, Jewellery & Watches","1183.942962","726.9","12.43","1.5","137.1300000000001",,"51.63","19.89","82.6400000000001","4330.79","124.7000000000001","104.8100000000001",,"0.029052876234747237",,,"22.17","4467.92","30.15000000000009","10.86","17.39000000000009","1041.55","27.16000000000009","21.18000000000009","1071.7"
De Nora India Ltd,DENORA,"Electrical Components & Equipments","1182.10007595","2172.75","1.37","2","28.54",,"38.19","0.01","20.289999999999996","48.9","27.169999999999998","27.159999999999997",,"0.052369730295888976",,,"6.87","77.44","16.700000000000003","23.2","12.320000000000004","12.22","16.460000000000004","16.460000000000004","28.92"
India Power Corporation Ltd,DPSCLTD,"Power Generation","1178.2859","12.05","29.04","0.05","87.84999999999991",,"0.1","37.92","15.849999999999909","630.57","58.80999999999991","20.889999999999908",,"0.5",,,"5.039999999999999","718.42","24.810000000000002","0.04","6.320000000000003","155.48","17.450000000000003","7.690000000000003","180.29"
Indo Rama Synthetics (India) Ltd,INDORAMA,"Textiles","1176.314745255","45.55","31.34","0","66.19999999999949","114.35","-0.940588396484117","59.58","-24.56000000000051","117.08999999999996","34.85999999999949","-24.72000000000051","336.88","0","3329.59","370.29","-0.16","4334.4","27.839999999999918","0.06","1.6199999999999177","857.2","20.20999999999992","0.10999999999991772","885.04"
Jindal Drilling and Industries Ltd,JINDRILL,"Oil & Gas - Equipment & Services","1170.98150712","411.95","62.8","0.5","206.87000000000006",,"33.43","7.99","96.89000000000004","352.2","144.07000000000005","136.08000000000004",,"0.014956625785222853",,,"39.19","559.07","35.25999999999999","3.51","10.179999999999993","72.7","19.73999999999999","16.539999999999992","107.96"
Raghav Productivity Enhancers Ltd,RPEL,"Commodity Chemicals","1166.1642245","1029.9","2.6","1","36.35999999999999","3.52","22.565607580326212","0.17","25.219999999999988","7.230000000000004","33.75999999999999","33.58999999999999","3.02","0.04431522601110233","41.94","45.76","8.370000000000001","137.82999999999998","10.209999999999997","6.2","7.1099999999999985","24.27","9.509999999999998","9.499999999999998","34.48"
BCL Industries Ltd,BCLIND,"FMCG - Foods","1159.80375","481.95","24.95","5","130.26999999999998",,"27.45","19.83","66.27999999999997","1694.77","105.31999999999998","85.48999999999998",,"0.18214936247723135",,,"19.21","1825.04","47.94999999999999","10.06","24.309999999999988","409.72","40.65999999999999","33.23999999999999","457.67"
Rane (Madras) Ltd,RML,"Auto Parts","1157.517726055","713","96.6","0","189.8200000000001","289.63","18.456506124369255","34.76","30.020000000000117","288.8400000000001","93.22000000000011","58.460000000000115","67.93","0","1398.31","137.77","28.439999999999998","2372.3","54.98000000000002","5.87","9.540000000000017","575.12","26.71000000000002","13.910000000000018","630.1"
63 Moons Technologies Ltd,63MOONS,"IT Services & Consulting","1156.5712787","254.75","23.39","2","43.56999999999999",,"-3.54","0.63","-16.310000000000006","358.2","20.179999999999993","19.549999999999994",,,,,"35.86","401.77","21.62000000000002","-5.16","-23.77999999999998","124.74","7.3800000000000185","7.160000000000019","146.36"
Veranda Learning Solutions Pvt Ltd,VERANDA,"Education Services","1153.24451523","184.35","45.46","0","-33.870000000000005",,"-13.65","10.3","-79.21000000000001","233.79","-79.33000000000001","-89.63000000000001",,"0",,,"-10.42","199.92","-20.200000000000003","-6.28","-38.67","69","-37.870000000000005","-43.02","48.8"
Sat Industries Ltd,SATINDLTD,"Business Support Services","1143.28935","100.05","7.17","0.2","72.99000000000001","29.43","3.786532254498829","7.51","42.82000000000001","12.650000000000013","65.82000000000001","58.31000000000001","6.6","0.05281877627276973","340.63","21.48","15.49","483.78000000000003","17.89","0.98","9.63","96.2","15.790000000000001","14.860000000000001","114.09"
Shree Digvijay Cement Co Ltd,SHREDIGCEM,"Cement","1140.07680591","77.65","35.26","4","108.07999999999997","38.95","4.01613818192771","1.34","58.07999999999996","61.02999999999999","72.81999999999996","71.47999999999996","278.11","0.9959816666666674","104.12","143.49","13.399999999999999","733.78","41.05000000000001","1.69","24.43000000000001","157.06","32.10000000000001","32.09000000000001","198.11"
Gujarat Themis Biosyn Ltd,GUJTHEM,"Pharmaceuticals","1139.9219589200002","789","2.58","5.4","80.24",,"39.9","0.2","57.959999999999994","74.76","77.66","77.46",,"0.13533834586466167",,,"19.5","155","16.32","8.05","11.690000000000001","13.25","15.55","15.530000000000001","29.57"
Manali Petrochemicals Ltd,MANALIPETC,"Specialty Chemicals","1134.334915255","66.2","23.17","0.75","102.36000000000013",,"2.95","9.22","50.67000000000013","1102.79","79.19000000000013","69.97000000000013",,"0.2542372881355932",,,"19.3","1205.15","11.329999999999984","-0.03","-0.4500000000000153","327.44","4.819999999999984","2.4199999999999844","338.77"
Knowledge Marine & Engineering Works Ltd,KMEW,,"1134.105","1083","4.36","0","70.06",,"45.26","2.33","47.040000000000006","132.85","65.7","63.370000000000005",,"0",,,"16.33","202.91","34.790000000000006","22.57","23.460000000000008","43.41","32.67000000000001","31.31000000000001","78.2"
Shivalik Rasayan Ltd,SHIVALIK,"Fertilizers & Agro Chemicals","1126.16868805","778.4","11.6","0.5","47.610000000000014",,"15.02","4.34","21.240000000000013","191.5","36.01000000000001","31.670000000000012",,"0.033288948069241014",,,"10.43","239.11","11.019999999999996","2.28","3.2999999999999954","52.81","8.209999999999996","6.849999999999995","63.83"
Shriram Properties Ltd,SHRIRAMPPS,"Real Estate","1122.1198362","67.15","7.8","0","185.74",,"3.88","106.39","65.97","631.09","177.94","71.55",,"0",,,"5.58","816.83","46.64","0.9","15.239999999999998","125.7","44.62","13.779999999999998","172.34"
Oriental Aromatics Ltd,OAL,"Specialty Chemicals","1122.01022384","324.25","19.43","0.5","59.93999999999994",,"5.87","13.03","19.739999999999938","794.86","40.50999999999994","27.47999999999994",,"0.08517887563884156",,,"7.74","854.8","9.919999999999987","0.35","1.189999999999988","186.15","4.949999999999988","1.7999999999999878","196.07"
Geojit Financial Services Ltd,GEOJITFSL,"Investment Banking & Brokerage","1120.1584727299999","46.6","28.84","1.5","147.78","160.4","4.065350003491085",,"97.18","18.850000000000023","118.94","118.94",,"0.36897192091994235",,"120.6","21.759999999999998","447.63","36.46000000000001","1.19","28.540000000000006","80.36999999999999","28.930000000000007","28.930000000000007","116.83"
Roto Pumps Ltd,ROTO,"Industrial Machinery","1119.83833455","345.6","8.68","3.15","57.609999999999985",,"10.545158177372661","3.46","33.01999999999998","172.52","48.929999999999986","45.469999999999985",,"0.29871529160739685",,,"12.45","230.13","19.099999999999994","3.505052575788637","10.979999999999993","53.42","16.469999999999995","15.419999999999995","72.52"
Satia Industries Ltd,SATIA,"Paper Products","1117.5","111.45","207.13","0.4","425.8299999999999",,"19.22","35.18","192.17999999999992","1471.97","218.69999999999993","183.51999999999992",,"0.020811654526534863",,,"-8.66","1897.8","138.95999999999992","4.63","46.27999999999992","384.47","26.659999999999926","16.679999999999925","523.43"
Shalimar Paints Ltd,SHALPAINTS,"Specialty Chemicals","1107.0854755799999","154","12.71","0","-7.5400000000000205",,"-5.01","15.9","-36.15000000000002","500.3","-20.25000000000002","-36.15000000000002",,"0",,,"0","492.76","-2.5999999999999943","-1.33","-9.619999999999994","141.9","-5.779999999999994","-9.619999999999994","139.3"
Uniphos Enterprises Ltd,UNIENTER,"Fertilizers & Agro Chemicals","1106.47445759","157.4","0.6","6.5","40.230000000000004",,"5.64","0","39.230000000000004","4.33","39.63","39.63",,"1.1524822695035462",,,"0.4","44.56","0.41999999999999993","0.07","0.47","0.73","0.19999999999999993","0.19999999999999993","1.15"
India Nippon Electricals Ltd,INDNIPPON,"Auto Parts","1106.1876336","477.95","14.62","9.25","75.45999999999992",,"21.32","0.42","48.22999999999992","603.35","60.839999999999925","60.41999999999992",,"0.4338649155722326",,,"12.190000000000001","678.81","19.939999999999998","6.28","14.209999999999999","143.07","16.13","16.04","163.01"
GRM Overseas Ltd,GRMOVER,"Packaged Foods & Meats","1104.3","187.35","3.79","0.45","111.00999999999999",,"10.45","19.82","62.85999999999997","1281.21","107.21999999999998","87.39999999999998",,"0.0430622009569378",,,"24.540000000000003","1392.22","25.33000000000004","1.88","11.280000000000042","412.77","23.950000000000042","17.97000000000004","438.1"
Likhitha Infrastructure Ltd,LIKHITHA,"Construction & Engineering","1101.444","288.95","5.07","0","87.31",,"15.28","0.78","60.30000000000001","281.88","82.24000000000001","81.46000000000001",,"0",,,"21.16","369.19","24.61","4.24","16.74","93.84","23.099999999999998","22.88","118.45"
Beekay Steel Industries Ltd,BEEKAY,"Iron & Steel","1100.83884144","579","27.38","1","179.76",,"55.01","9.77","104.35999999999999","962.54","152.38","142.60999999999999",,"0.018178512997636793",,,"38.25","1142.3","41.610000000000014","10.36","19.640000000000015","244.99","30.190000000000012","27.880000000000013","286.6"
Dhampur Bio Organics Ltd,DBOL,"Sugar","1097.05492475","169.4","40.53","3.5","216.1400000000002","108.02","16.73505545238202","40.84","111.10000000000021","380.2099999999998","175.6100000000002","134.7700000000002","5.48","0.20914182268226783","1592.15","125.9","23.669999999999998","2427.9","117.93000000000006","12.08","80.20000000000006","687.04","104.82000000000006","92.29000000000006","804.97"
Sportking India Ltd,SPORTKING,"Textiles","1095.106496","933","48.15","0","260.7000000000003",,"99.33","23.05","131.98000000000025","1955.85","212.55000000000027","189.50000000000026",,"0",,,"57.52","2216.55","58.02000000000004","23.22","30.860000000000035","477.93","44.140000000000036","41.85000000000004","535.95"
Cressanda Solutions Ltd,CRESSAN,"IT Services & Consulting","1093.4059203040001","24.7","0.24","0","8.36",,"0.14700261664657632","0","6.089999999999999","83.99","8.12","8.12",,"0",,,"2.0300000000000002","92.35","3.759999999999998","0.049000872215525446","1.919999999999998","15.46","3.699999999999998","3.699999999999998","19.22"
NIIT Ltd,NIITLTD,"Education Services","1086.35538096","82.65","16.45","0","30.769999999999982",,"0.054553513587234474","1.16","3.179999999999982","348.6","14.319999999999983","13.159999999999982",,"0",,,"9.98","379.37","1.269999999999996","-0.15911441462943388","-9.370000000000005","71.76","-2.860000000000004","-3.130000000000004","73.03"
Punjab Chemicals and Crop Protection Ltd,PUNJABCHEM,"Diversified Chemicals","1085.509927125","882.85","19.01","3","125.92000000000007","83.28","49.827987426384496","18.03","61.100000000000065","48.81","106.91000000000007","88.88000000000007","70.61","0.060207127659574415","658.55","22.39","27.78","1009.5600000000001","22.07000000000002","2.61","3.2000000000000197","173.89","17.11000000000002","10.47000000000002","195.96"
Avadh Sugar & Energy Ltd,AVADHSUGAR,"Sugar","1084.998364","553.6","51.12","10","264.00999999999993","120.43","50.06389115624506","69.31","100.21999999999993","249.00000000000017","212.88999999999993","143.57999999999993","2.38","0.19974476152464593","2096.59","74.85","43.36","2807.26","141.59000000000003","39.51","79.09000000000003","706.49","128.34000000000003","110.63000000000002","848.08"
Elpro International Ltd,ELPROINTL,"Real Estate","1083.98851548","62.76","4.9","0.23","75.50000000000001",,"2.83","4.6","47.94000000000001","77.8","70.60000000000001","66.00000000000001",,"0.0812720848056537",,,"18.060000000000002","153.3","11.89","-0.02","-0.3200000000000003","33.23","10.65","8.59","45.12"
Hi-Tech Pipes Ltd,HITECH,"Building Products - Pipes","1083.769135","84.4","13.77","0.025","98.96000000000004",,"3.06","35.3","37.69000000000004","2289.15","85.19000000000004","49.89000000000004",,"0.008169934640522876",,,"12.2","2388.11","34.049999999999955","1.29","15.829999999999956","668.11","28.809999999999953","20.689999999999955","702.16"
G M Breweries Ltd,GMBREW,"Alcoholic Beverages","1083.76661571","592.45","5.81","6","137.4699999999998","10.17","54.6281359350627","0.04","99.8699999999998","199.14999999999998","131.6599999999998","131.6199999999998","0.91","0.10983351156503475","242.79","23.49","31.75","613.9799999999998","28.13000000000001","10.9","19.91000000000001","119.8","26.63000000000001","26.61000000000001","147.93"
Ge Power India Ltd,GEPIL,"Construction & Engineering","1082.3622831","161","22.53","0","-248.01000000000022",,"-65.54","60.73","-440.5800000000002","2135.03","-270.5400000000002","-331.2700000000002",,"0",,,"109.31","1887.02","-102.03000000000003","-19.29","-129.70000000000005","463.67","-107.75000000000003","-125.95000000000003","361.64"
Control Print Ltd,CONTROLPR,"Electronic Equipments","1078.95455328","658.7","15.11","9","80.08999999999999","49.75","32.36035511769984","1.42","52.84999999999999","12.75000000000001","64.97999999999999","63.55999999999999","1.16","0.2781180851466415","125.67","38.93","10.709999999999999","308.35","22.60000000000001","9.8","15.850000000000009","67.57","18.710000000000008","18.230000000000008","90.17"
Bigbloc Construction Ltd,BIGBLOC,"Building Products - Granite","1077.745396875","151.1","6.08","0.4","50.84",,"4.28","4.16","30.320000000000007","150.1","44.760000000000005","40.60000000000001",,"0.09345794392523364",,,"10.28","200.94","11.300000000000004","0.79","5.620000000000005","35.94","9.700000000000005","8.430000000000005","47.24"
D Link (India) Limited,DLINKINDIA,"Technology Hardware","1065.855597","314.7","4.98","10","122.12999999999988",,"24.32","1.02","86.34999999999988","1065.64","117.14999999999988","116.12999999999988",,"0.41118421052631576",,,"29.78","1187.77","29.649999999999977","5.69","20.199999999999974","284.48","28.229999999999976","27.529999999999976","314.13"
ULTRAMARINE & PIGMENTS Ltd,ULTRAMAR,"Commodity Chemicals","1058.792","369.5","16.9","5","112.87000000000006","65.5","23.698630136986317","5.06","69.20000000000005","4.049999999999983","95.97000000000006","90.91000000000005","36.36","0.21098265895953744","305.64","43.65","21.71","568.07","21.209999999999994","3.75","10.939999999999994","104.93","16.059999999999995","14.569999999999995","126.14"
TGV SRAAC Ltd,TGVSL,"Commodity Chemicals","1056.0125178","98.1","73.63","1","542.94",,"33.77","27.61","361.62000000000006","1789.5","469.31000000000006","441.70000000000005",,"0.029612081729345572",,,"80.08","2332.44","69.49000000000001","2.96","31.640000000000008","462.4","50.41000000000001","41.49000000000001","531.89"
Transpek Industry Ltd,TRANSPEK,"Commodity Chemicals","1055.22569548","1872.8","33.02","27.5","165.05000000000007",,"149.45","19.23","83.48000000000005","679.65","132.03000000000006","112.80000000000005",,"0.18400802944128472",,,"29.32","844.7","45.43000000000001","40.06","22.370000000000005","162.62","36.940000000000005","31.150000000000006","208.05"
